1000	5.1852844263e-03
2000	1.0321502145e-02
3000	4.0102434214e-03
4000	4.7581907274e-03
5000	6.7242724617e-04
6000	9.2458745348e-04
7000	8.9301409753e-04
8000	1.5475213222e-03
9000	8.3370737411e-04
10000	1.1959476906e-03
11000	4.0917368242e-03
12000	9.1989411885e-04
13000	2.1981885438e-03
14000	6.4640054916e-04
15000	2.9772825437e-03
16000	9.7706750239e-04
17000	7.1722728171e-04
18000	1.3380278106e-03
19000	8.1578736717e-04
20000	1.1016542703e-03
21000	2.3232019885e-03
22000	2.2903486242e-03
23000	7.8250734077e-04
24000	1.7561614986e-02
25000	6.7029390484e-03
26000	4.9224575268e-03
27000	2.8296557502e-03
28000	8.1194735685e-04
29000	7.8421400394e-04
30000	1.3964811951e-03
31000	1.4033078623e-03
32000	1.4306145531e-03
33000	1.3683211728e-03
34000	2.3325886577e-03
35000	1.3704545054e-03
36000	1.2864010932e-03
37000	1.8926949488e-03
38000	1.3802678441e-03
39000	1.3205344658e-03
40000	1.3034677759e-03
41000	1.3474144798e-03
42000	1.6896014422e-03
43000	2.7157356526e-03
44000	1.4003211982e-03
45000	1.2599477413e-03
46000	1.0739209174e-03
47000	1.0632542399e-03
48000	1.9566949995e-03
49000	1.7638415084e-03
50000	1.1921076875e-03
51000	1.4502412378e-03
52000	1.3811211757e-03
53000	2.9196824908e-03
54000	1.3589344890e-03
55000	1.3495478197e-03
56000	2.0433084064e-03
57000	1.3444278156e-03
58000	1.6443747372e-03
59000	2.3936020370e-03
60000	1.0944009337e-03
61000	1.1212809550e-03
62000	1.1430409722e-03
63000	1.0483208898e-03
64000	1.0760542500e-03
65000	1.9904017026e-03
66000	3.8412832801e-03
67000	1.5219213019e-03
68000	2.2438419182e-03
69000	1.0892809296e-03
70000	1.4301878909e-03
71000	1.3175477943e-03
72000	1.0521608929e-03
73000	1.1801610090e-03
74000	1.2142943669e-03
75000	2.2361619049e-03
76000	1.9182949691e-03
77000	1.3538144922e-03
78000	2.0061883770e-03
79000	1.0282675430e-03
80000	1.2390410629e-03
81000	2.1013351216e-03
82000	2.3641620137e-03
83000	2.3620286884e-03
84000	1.2962144392e-03
85000	1.2403210567e-03
86000	2.4657087706e-03
87000	1.1417609712e-03
88000	1.1016542703e-03
89000	1.0636809020e-03
90000	2.3257619832e-03
91000	9.8432083905e-04
92000	1.9345083201e-03
93000	2.6807489558e-03
94000	1.3896545206e-03
95000	1.3585078268e-03
96000	1.3960545257e-03
97000	1.4003211982e-03
98000	3.4248562588e-03
99000	1.2296543864e-03
100000	1.3188277953e-03
101000	1.3111477892e-03
102000	4.3712037295e-03
103000	1.7356814787e-03
104000	1.2433077281e-03
105000	2.7101889791e-03
106000	1.1319476325e-03
107000	1.8781882682e-03
108000	1.0188808694e-02
109000	2.6018155477e-03
110000	1.1165876203e-03
111000	1.3222411289e-03
112000	1.1601076549e-03
113000	2.1038951309e-03
114000	1.0560009032e-03
115000	1.5197879693e-03
116000	1.3299211350e-03
117000	1.7446414931e-03
118000	1.0905609306e-03
